country,id,latitude,longitude,name,population,geometry
GAB,933.0,-0.72002,8.78002,Port-Gentil,116836.0,POINT (8.78002 -0.72002)
MLI,934.0,16.76659,-3.0166,Timbuktu,68872.0,POINT (-3.0166 16.76659)
CHL,935.0,-53.16499,-70.94,Punta Arenas,117430.0,POINT (-70.94 -53.16499)
CHL,936.0,-20.24999,-70.12997,Iquique,227499.0,POINT (-70.12997 -20.24999)
CHL,937.0,-23.64999,-70.4,Antofagasta,309832.0,POINT (-70.4 -23.64999)
CHL,938.0,-33.04776,-71.62101,Valparaiso,854000.0,POINT (-71.62101 -33.04776)
CHL,939.0,-39.795,-73.24502,Valdivia,159599.0,POINT (-73.24502 -39.795)
CHL,940.0,-36.83001,-73.05002,Concepcion,889725.0,POINT (-73.05002 -36.83001)
CHL,941.0,-41.46999,-72.92998,Puerto Montt,174629.0,POINT (-72.92998 -41.46999)
DNK,942.0,64.19828,-51.73266,Nuuk,14798.0,POINT (-51.73266 64.19828)
MRT,943.0,18.08643,-15.97534,Nouakchott,742144.0,POINT (-15.97534 18.08643)
MLI,944.0,12.65001,-8.00004,Bamako,1494000.0,POINT (-8.00004 12.65001)
MRT,945.0,20.51664,-13.04999,Atar,44265.0,POINT (-13.04999 20.51664)
MLI,946.0,13.89999,-4.54999,Djenne,32944.0,POINT (-4.54999 13.89999)
LBY,947.0,27.03327,14.43332,Sabha,100249.0,POINT (14.43332 27.03327)
LBY,948.0,32.11673,20.06672,Banghazi,1180000.0,POINT (20.06672 32.11673)
GRC,949.0,40.69611,22.885,Thessaloniki,828000.0,POINT (22.885 40.69611)
LBN,950.0,33.87198,35.50971,Beirut,1846000.0,POINT (35.50971 33.87198)
GEO,951.0,41.72501,44.7908,Tbilisi,1100000.0,POINT (44.7908 41.72501)
ETH,952.0,12.61004,37.46003,Gonder,156230.0,POINT (37.46003 12.61004)
KAZ,953.0,51.18113,71.42777,Astana,345604.0,POINT (71.42777 51.18113)
KAZ,954.0,49.88498,73.11501,Qaraghandy,451800.0,POINT (73.11501 49.88498)
KAZ,955.0,43.32499,76.91504,Almaty,1209000.0,POINT (76.91504 43.32499)
IRN,956.0,32.70001,51.70004,Isfahan,1628000.0,POINT (51.70004 32.70001)
IRN,957.0,29.62996,52.57001,Shiraz,1240000.0,POINT (52.57001 29.62996)
IND,958.0,31.63999,74.86999,Amritsar,1212000.0,POINT (74.86999 31.63999)
IND,959.0,25.32999,83.00004,Varanasi,1352000.0,POINT (83.00004 25.32999)
IND,960.0,23.68333,86.98333,Asansol,1328000.0,POINT (86.98333 23.68333)
IND,961.0,21.21667,81.43333,Bhilai,1097000.0,POINT (81.43333 21.21667)
IND,962.0,23.24999,77.40999,Bhopal,1727000.0,POINT (77.40999 23.24999)
IND,963.0,9.92003,78.12003,Madurai,1294000.0,POINT (78.12003 9.92003)
IND,964.0,10.99996,76.95002,Coimbatore,1696000.0,POINT (76.95002 10.99996)
LAO,965.0,17.96669,102.59998,Vientiane,754000.0,POINT (102.59998 17.96669)
COG,966.0,-4.25919,15.28469,Brazzaville,1355000.0,POINT (15.28469 -4.25919)
GIN,967.0,9.53152,-13.68024,Conakry,1494000.0,POINT (-13.68024 9.53152)
CIV,968.0,6.81838,-5.2755,Yamoussoukro,206499.0,POINT (-5.2755 6.81838)
BRA,969.0,-7.62999,-72.66997,Cruzeiro do Sul,56862.0,POINT (-72.66997 -7.62999)
COL,970.0,-4.22002,-69.93998,Leticia,59575.0,POINT (-69.93998 -4.22002)
BRA,971.0,-3.10003,-60.00002,Manaus,1753000.0,POINT (-60.00002 -3.10003)
BRA,972.0,-4.833,-43.35003,Caxias,134640.0,POINT (-43.35003 -4.833)
BRA,973.0,-2.43325,-54.69998,Santarem,230428.0,POINT (-54.69998 -2.43325)
BRA,974.0,-5.34997,-49.11598,Maraba,166182.0,POINT (-49.11598 -5.34997)
BRA,975.0,-12.7166,-60.1166,Vilhena,63231.0,POINT (-60.1166 -12.7166)
BRA,976.0,-10.83331,-61.967,Ji-Parana,65016.0,POINT (-61.967 -10.83331)
BRA,977.0,-20.45003,-54.61663,Campo Grande,778000.0,POINT (-54.61663 -20.45003)
BRA,978.0,-27.57998,-48.52002,Florianopolis,1023000.0,POINT (-48.52002 -27.57998)
BRA,979.0,-12.25002,-38.97001,Feira de Santana,481911.0,POINT (-38.97001 -12.25002)
CAN,980.0,49.88299,-97.16599,Winnipeg,632063.0,POINT (-97.16599 49.88299)
CAN,981.0,58.76599,-94.16599,Churchill,1000.0,POINT (-94.16599 58.76599)
CAN,982.0,50.45003,-104.61701,Regina,176183.0,POINT (-104.61701 50.45003)
CAN,983.0,52.17003,-106.66999,Saskatoon,198958.0,POINT (-106.66999 52.17003)
CAN,984.0,51.08299,-114.08,Calgary,1110000.0,POINT (-114.08 51.08299)
CAN,985.0,54.31667,-130.32999,Prince Rupert,14708.0,POINT (-130.32999 54.31667)
CAN,986.0,48.43328,-123.35,Victoria,289625.0,POINT (-123.35 48.43328)
CAN,987.0,73.03331,-85.16662,Arctic Bay,604.0,POINT (-85.16662 73.03331)
CAN,988.0,74.68333,-94.90001,Resolute,250.0,POINT (-94.90001 74.68333)
CAN,989.0,66.52947,-86.28294,Repulse Bay,1000.0,POINT (-86.28294 66.52947)
CAN,990.0,62.44201,-114.39698,Yellowknife,19234.0,POINT (-114.39698 62.44201)
CAN,991.0,66.26661,-128.63332,Fort Good Hope,597.0,POINT (-128.63332 66.26661)
CAN,992.0,60.71672,-135.04998,Whitehorse,23276.0,POINT (-135.04998 60.71672)
BRA,993.0,2.81609,-60.666,Boa Vista,235150.0,POINT (-60.666 2.81609)
BRA,994.0,0.03301,-51.05002,Macapá,499166.0,POINT (-51.05002 0.03301)
CAN,995.0,45.4167,-75.70002,Ottawa,1145000.0,POINT (-75.70002 45.4167)
CAN,996.0,55.98334,-87.64998,Fort Severn,125.0,POINT (-87.64998 55.98334)
CAN,997.0,48.44615,-89.27497,Thunder Bay,99334.0,POINT (-89.27497 48.44615)
CAN,998.0,46.83997,-71.24561,Québec,624177.0,POINT (-71.24561 46.83997)
CAN,999.0,44.65003,-63.6,Halifax,359111.0,POINT (-63.6 44.65003)
CAN,1000.0,47.58499,-52.68101,St. Johns,131469.0,POINT (-52.68101 47.58499)
CAN,1001.0,56.54735,-61.68605,Nain,1151.0,POINT (-61.68605 56.54735)
CAN,1002.0,46.24928,-63.13133,Charlottetown,42402.0,POINT (-63.13133 46.24928)
CAF,1003.0,8.40914,20.65304,Ndele,11764.0,POINT (20.65304 8.40914)
SRB,1004.0,44.81865,20.46799,Belgrade,1099000.0,POINT (20.46799 44.81865)
CAF,1005.0,5.39999,26.50003,Obo,12887.0,POINT (26.50003 5.39999)
BRN,1006.0,4.88333,114.93328,Bandar Seri Begawan,296500.0,POINT (114.93328 4.88333)
ARG,1007.0,-47.75002,-65.89997,Puerto Deseado,3305.0,POINT (-65.89997 -47.75002)
ARG,1008.0,-51.6333,-69.21659,Rio Gallegos,85700.0,POINT (-69.21659 -51.6333)
ARG,1009.0,-45.87003,-67.5,Comodoro Rivadavia,140850.0,POINT (-67.5 -45.87003)
ARG,1010.0,-32.88333,-68.81661,Mendoza,893000.0,POINT (-68.81661 -32.88333)
BOL,1011.0,-19.04097,-65.25952,Sucre,224838.0,POINT (-65.25952 -19.04097)
BOL,1012.0,-10.98301,-66.10001,Riberalta,74014.0,POINT (-66.10001 -10.98301)
ARG,1013.0,-38.74003,-62.26502,Bahia Blanca,281536.0,POINT (-62.26502 -38.74003)
ARG,1014.0,-38.00002,-57.57998,Mar del Plata,555897.0,POINT (-57.57998 -38.00002)
ARG,1015.0,-31.39996,-64.18229,Córdoba,1452000.0,POINT (-64.18229 -31.39996)
ARG,1016.0,-27.35783,-55.88511,Posadas,357119.0,POINT (-55.88511 -27.35783)
BLZ,1017.0,17.25203,-88.76707,Belmopan,15220.0,POINT (-88.76707 17.25203)
CAF,1018.0,4.36664,18.55829,Bangui,831925.0,POINT (18.55829 4.36664)
CMR,1019.0,10.59557,14.3247,Maroua,319941.0,POINT (14.3247 10.59557)
CMR,1020.0,3.8667,11.51665,Yaounde,1611000.0,POINT (11.51665 3.8667)
ALB,1021.0,41.32754,19.81888,Tirana,895350.0,POINT (19.81888 41.32754)
ARM,1022.0,40.18115,44.51355,Yerevan,1102000.0,POINT (44.51355 40.18115)
AZE,1023.0,40.39527,49.86222,Baku,2122300.0,POINT (49.86222 40.39527)
AFG,1024.0,31.61002,65.69495,Kandahar,715542.0,POINT (65.69495 31.61002)
KHM,1025.0,11.55003,104.91663,Phnom Penh,1466000.0,POINT (104.91663 11.55003)
AGO,1026.0,-14.66661,17.69999,Menongue,13030.0,POINT (17.69999 -14.66661)
AGO,1027.0,-12.74999,15.76001,Huambo,1100000.0,POINT (15.76001 -12.74999)
BOL,1028.0,-16.49797,-68.14999,La Paz,1590000.0,POINT (-68.14999 -16.49797)
BOL,1029.0,-17.75392,-63.226,Santa Cruz,2102998.0,POINT (-63.226 -17.75392)
DZA,1030.0,35.71,-0.61997,Oran,798000.0,POINT (-0.61997 35.71)
BEN,1031.0,6.40001,2.51999,Cotonou,762000.0,POINT (2.51999 6.40001)
DZA,1032.0,22.785,5.5228,Tamanrasset,76000.0,POINT (5.5228 22.785)
DZA,1033.0,32.48999,3.67,Ghardaia,125480.0,POINT (3.67 32.48999)
BGR,1034.0,42.68335,23.31665,Sofia,1185000.0,POINT (23.31665 42.68335)
BLR,1035.0,53.89998,27.56663,Minsk,1805000.0,POINT (27.56663 53.89998)
BTN,1036.0,27.47299,89.63901,Thimphu,98676.0,POINT (89.63901 27.47299)
BWA,1037.0,-24.64631,25.91195,Gaborone,208411.0,POINT (25.91195 -24.64631)
AUS,1038.0,-12.42535,130.85004,Darwin,93080.0,POINT (130.85004 -12.42535)
AUS,1039.0,-23.701,133.88003,Alice Springs,27710.0,POINT (133.88003 -23.701)
AUS,1040.0,-35.28303,149.12903,Canberra,327700.0,POINT (149.12903 -35.28303)
AUS,1041.0,-32.84535,151.81501,Newcastle,1134616.0,POINT (151.81501 -32.84535)
AUS,1042.0,-34.93499,138.6,Adelaide,1145000.0,POINT (138.6 -34.93499)
AUS,1043.0,-19.24995,146.77,Townsville,138954.0,POINT (146.77 -19.24995)
AUS,1044.0,-27.45503,153.03509,Brisbane,1860000.0,POINT (153.03509 -27.45503)
AUS,1045.0,-42.85001,147.29503,Hobart,80870.0,POINT (147.29503 -42.85001)
BFA,1046.0,12.37032,-1.52472,Ouagadougou,1149000.0,POINT (-1.52472 12.37032)
BIH,1047.0,43.85002,18.383,Sarajevo,696731.0,POINT (18.383 43.85002)
MMR,1048.0,19.76656,96.11862,Naypyidaw,930000.0,POINT (96.11862 19.76656)
USA,1049.0,18.44002,-66.12998,San Juan,2478905.0,POINT (-66.12998 18.44002)
GBR,1050.0,-51.70001,-57.84997,Stanley,2213.0,POINT (-57.84997 -51.70001)
GBR,1051.0,32.29419,-64.78394,Hamilton,52320.0,POINT (-64.78394 32.29419)
TON,1052.0,-21.13851,-175.22056,Nukualofa,42620.0,POINT (-175.22056 -21.13851)
SOL,1053.0,9.56002,44.06531,Hargeysa,477876.0,POINT (44.06531 9.56002)
SYC,1054.0,-4.61663,55.44999,Victoria,33576.0,POINT (55.44999 -4.61663)
STP,1055.0,0.3334,6.73333,Sao Tome,88219.0,POINT (6.73333 0.3334)
WSM,1056.0,-13.84155,-171.73864,Apia,61916.0,POINT (-171.73864 -13.84155)
MLT,1057.0,35.89973,14.51471,Valletta,368250.0,POINT (14.51471 35.89973)
MDV,1058.0,4.16671,73.49995,Male,112927.0,POINT (73.49995 4.16671)
ISR,1059.0,31.77841,35.20663,Jerusalem,1029300.0,POINT (35.20663 31.77841)
CPV,1060.0,14.9167,-23.51669,Praia,113364.0,POINT (-23.51669 14.9167)
BHS,1061.0,25.08339,-77.35004,Nassau,227940.0,POINT (-77.35004 25.08339)
CYP,1062.0,35.16668,33.36663,Nicosia,224300.0,POINT (33.36663 35.16668)
TWN,1063.0,22.63331,120.2666,Kaohsiung,2769072.0,POINT (120.2666 22.63331)
CHN,1064.0,22.55237,114.12212,Shenzhen,7581000.0,POINT (114.12212 22.55237)
CHN,1065.0,36.79999,118.04999,Zibo,3061000.0,POINT (118.04999 36.79999)
USA,1066.0,44.97998,-93.25179,Minneapolis,2616000.0,POINT (-93.25179 44.97998)
USA,1067.0,21.30688,-157.858,Honolulu,786000.0,POINT (-157.858 21.30688)
USA,1068.0,47.57,-122.33998,Seattle,3074000.0,POINT (-122.33998 47.57)
USA,1069.0,33.53998,-112.06999,Phoenix,3551000.0,POINT (-112.06999 33.53998)
USA,1070.0,32.82002,-117.17999,San Diego,2916000.0,POINT (-117.17999 32.82002)
USA,1071.0,38.63502,-90.23998,St. Louis,2199000.0,POINT (-90.23998 38.63502)
USA,1072.0,29.995,-90.03997,New Orleans,785000.0,POINT (-90.03997 29.995)
USA,1073.0,32.82002,-96.84002,Dallas,4798000.0,POINT (-96.84002 32.82002)
VEN,1074.0,10.72998,-71.65998,Maracaibo,2072000.0,POINT (-71.65998 10.72998)
USA,1075.0,42.32996,-71.07001,Boston,4467000.0,POINT (-71.07001 42.32996)
USA,1076.0,27.94699,-82.45862,Tampa,2314000.0,POINT (-82.45862 27.94699)
USA,1077.0,39.99997,-75.17,Philadelphia,5492000.0,POINT (-75.17 39.99997)
USA,1078.0,42.32996,-83.08006,Detroit,4101000.0,POINT (-83.08006 42.32996)
USA,1079.0,61.21997,-149.90021,Anchorage,260283.0,POINT (-149.90021 61.21997)
VNM,1080.0,21.03333,105.85001,Hanoi,4378000.0,POINT (105.85001 21.03333)
VNM,1081.0,10.78003,106.69503,Ho Chi Minh City,5314000.0,POINT (106.69503 10.78003)
TUR,1082.0,39.92724,32.86439,Ankara,3716000.0,POINT (32.86439 39.92724)
HUN,1083.0,47.50001,19.08332,Budapest,1679000.0,POINT (19.08332 47.50001)
YEM,1084.0,15.35473,44.20659,Sanaa,2008000.0,POINT (44.20659 15.35473)
ESP,1085.0,41.3833,2.18337,Barcelona,4920000.0,POINT (2.18337 41.3833)
ROU,1086.0,44.43337,26.09995,Bucharest,1942000.0,POINT (26.09995 44.43337)
SYR,1087.0,36.22997,37.17002,Aleppo,2738000.0,POINT (37.17002 36.22997)
SYR,1088.0,33.50003,36.3,Damascus,2466000.0,POINT (36.3 33.50003)
CHE,1089.0,47.37999,8.55001,Zürich,1108000.0,POINT (8.55001 47.37999)
PRT,1090.0,38.72272,-9.14487,Lisbon,2812000.0,POINT (-9.14487 38.72272)
SDN,1091.0,15.58808,32.53418,Khartoum,4754000.0,POINT (32.53418 15.58808)
SAU,1092.0,21.51689,39.2192,Jeddah,3012000.0,POINT (39.2192 21.51689)
SAU,1093.0,21.43002,39.82004,Makkah,1385000.0,POINT (39.82004 21.43002)
NOR,1094.0,59.91669,10.74998,Oslo,835000.0,POINT (10.74998 59.91669)
PAK,1095.0,31.55997,74.35002,Lahore,6577000.0,POINT (74.35002 31.55997)
PAK,1096.0,24.86999,66.99001,Karachi,12130000.0,POINT (66.99001 24.86999)
ZAF,1097.0,-29.86501,30.98001,Durban,2729000.0,POINT (30.98001 -29.86501)
RUS,1098.0,59.93901,30.31602,St. Petersburg,4553000.0,POINT (30.31602 59.93901)
MEX,1099.0,20.67002,-103.33003,Guadalajara,4198000.0,POINT (-103.33003 20.67002)
MEX,1100.0,19.04996,-98.20004,Puebla,2195000.0,POINT (-98.20004 19.04996)
NGA,1101.0,11.99998,8.52004,Kano,3140000.0,POINT (8.52004 11.99998)
POL,1102.0,52.25,21.0,Warsaw,1707000.0,POINT (21 52.25)
PRK,1103.0,39.01944,125.75469,Pyongyang,3300000.0,POINT (125.75469 39.01944)
TZA,1104.0,-6.80001,39.26834,Dar es Salaam,2930000.0,POINT (39.26834 -6.80001)
IDN,1105.0,3.57997,98.65004,Medan,2115000.0,POINT (98.65004 3.57997)
IRL,1106.0,53.33306,-6.24891,Dublin,1059000.0,POINT (-6.24891 53.33306)
LBR,1107.0,6.31056,-10.80475,Monrovia,1041000.0,POINT (-10.80475 6.31056)
ITA,1108.0,40.84003,14.24501,Naples,2250000.0,POINT (14.24501 40.84003)
ITA,1109.0,45.46998,9.20501,Milan,2945000.0,POINT (9.20501 45.46998)
MYS,1110.0,3.16667,101.69998,Kuala Lumpur,1448000.0,POINT (101.69998 3.16667)
CHN,1111.0,36.05603,103.792,Lanzhou,2561000.0,POINT (103.792 36.05603)
CHN,1112.0,22.81999,108.32004,Nanning,2167000.0,POINT (108.32004 22.81999)
CHN,1113.0,26.58004,106.72004,Guiyang,3662000.0,POINT (106.72004 26.58004)
CHN,1114.0,29.56498,106.59498,Chongqing,6461000.0,POINT (106.59498 29.56498)
CHN,1115.0,26.08,119.30005,Fuzhou,2606000.0,POINT (119.30005 26.08)
CHN,1116.0,23.14498,113.32501,Guangzhou,8829000.0,POINT (113.32501 23.14498)
CHN,1117.0,23.04889,113.74472,Dongguan,4528000.0,POINT (113.74472 23.04889)
IDN,1118.0,-6.95003,107.57001,Bandung,2394000.0,POINT (107.57001 -6.95003)
IDN,1119.0,-7.24924,112.75083,Surabaya,2845000.0,POINT (112.75083 -7.24924)
ECU,1120.0,-2.22003,-79.92004,Guayaquil,2514000.0,POINT (-79.92004 -2.22003)
COL,1121.0,6.275,-75.57501,Medellin,3297000.0,POINT (-75.57501 6.275)
COL,1122.0,3.39996,-76.49997,Cali,2254000.0,POINT (-76.49997 3.39996)
CUB,1123.0,23.13196,-82.36418,Havana,2174000.0,POINT (-82.36418 23.13196)
EGY,1124.0,31.20002,29.95,Alexandria,4165000.0,POINT (29.95 31.20002)
DEU,1125.0,50.09998,8.67502,Frankfurt,2895000.0,POINT (8.67502 50.09998)
DEU,1126.0,53.55002,10.0,Hamburg,1757000.0,POINT (10 53.55002)
DEU,1127.0,48.12994,11.57499,Munich,1275000.0,POINT (11.57499 48.12994)
CZE,1128.0,50.08334,14.46598,Prague,1162000.0,POINT (14.46598 50.08334)
KWT,1129.0,29.36972,47.9783,Kuwait,2063000.0,POINT (47.9783 29.36972)
CHN,1130.0,34.27503,108.895,Xian,4009000.0,POINT (108.895 34.27503)
CHN,1131.0,37.87501,112.54506,Taiyuan,2913000.0,POINT (112.54506 37.87501)
CHN,1132.0,30.58003,114.27002,Wuhan,7243000.0,POINT (114.27002 30.58003)
CHN,1133.0,28.19997,112.96999,Changsha,2604000.0,POINT (112.96999 28.19997)
CHN,1134.0,25.06998,102.67998,Kunming,2931000.0,POINT (102.67998 25.06998)
CHN,1135.0,34.755,113.66509,Zhengzhou,2636000.0,POINT (113.66509 34.755)
CHN,1136.0,41.80498,123.44997,Shenyeng,4787000.0,POINT (123.44997 41.80498)
CHN,1137.0,36.67498,116.99502,Jinan,2798000.0,POINT (116.99502 36.67498)
CHN,1138.0,39.13003,117.20002,Tianjin,7180000.0,POINT (117.20002 39.13003)
CHN,1139.0,28.67999,115.88,Nanchang,2350000.0,POINT (115.88 28.67999)
CHN,1140.0,32.05002,118.77997,Nanjing,3679000.0,POINT (118.77997 32.05002)
CHN,1141.0,30.24997,120.17002,Hangzhou,3007000.0,POINT (120.17002 30.24997)
JPN,1142.0,34.38784,132.44291,Hiroshima,2045000.0,POINT (132.44291 34.38784)
CHN,1143.0,43.86501,125.33999,Changchun,3183000.0,POINT (125.33999 43.86501)
CHN,1144.0,40.65221,109.82202,Baotou,2036000.0,POINT (109.82202 40.65221)
CHN,1145.0,45.74998,126.64998,Harbin,3621000.0,POINT (126.64998 45.74998)
JPN,1146.0,43.07498,141.34004,Sapporo,2544000.0,POINT (141.34004 43.07498)
DOM,1147.0,18.47007,-69.90009,Santo Domingo,2154000.0,POINT (-69.90009 18.47007)
GHA,1148.0,5.55003,-0.21672,Accra,2121000.0,POINT (-0.21672 5.55003)
IND,1149.0,28.66999,77.23,Delhi,15926000.0,POINT (77.23 28.66999)
IND,1150.0,17.39998,78.47995,Hyderabad,6376000.0,POINT (78.47995 17.39998)
IND,1151.0,18.53002,73.85,Pune,4672000.0,POINT (73.85 18.53002)
IND,1152.0,21.16996,79.08999,Nagpur,2454000.0,POINT (79.08999 21.16996)
LBY,1153.0,32.8925,13.18001,Tripoli,2189000.0,POINT (13.18001 32.8925)
ISR,1154.0,32.07999,34.77001,Tel Aviv-Yafo,3112000.0,POINT (34.77001 32.07999)
FIN,1155.0,60.17556,24.93413,Helsinki,1115000.0,POINT (24.93413 60.17556)
IRN,1156.0,36.27002,59.57,Mashhad,2469000.0,POINT (59.57 36.27002)
IND,1157.0,26.92113,75.80999,Jaipur,2917000.0,POINT (75.80999 26.92113)
IND,1158.0,26.46,80.32,Kanpur,3162000.0,POINT (80.32 26.46)
IND,1159.0,25.62496,85.13004,Patna,2158000.0,POINT (85.13004 25.62496)
IND,1160.0,13.08999,80.28,Chennai,7163000.0,POINT (80.28 13.08999)
IND,1161.0,23.03005,72.58,Ahmedabad,5375000.0,POINT (72.58 23.03005)
IND,1162.0,21.19998,72.84004,Surat,3842000.0,POINT (72.84004 21.19998)
DNK,1163.0,55.67856,12.56349,København,1085000.0,POINT (12.56349 55.67856)
CIV,1164.0,5.32,-4.04005,Abidjan,3802000.0,POINT (-4.04005 5.32)
BRA,1165.0,-1.45,-48.48002,Belem,2167000.0,POINT (-48.48002 -1.45)
BRA,1166.0,-15.78334,-47.91605,Brasilia,3716996.0,POINT (-47.91605 -15.78334)
BRA,1167.0,-30.05001,-51.20001,Porto Alegre,3917000.0,POINT (-51.20001 -30.05001)
BRA,1168.0,-25.42001,-49.32,Curitiba,3084000.0,POINT (-49.32 -25.42001)
BRA,1169.0,-3.75002,-38.57998,Fortaleza,3602319.0,POINT (-38.57998 -3.75002)
BRA,1170.0,-12.96997,-38.47999,Salvador,3484000.0,POINT (-38.47999 -12.96997)
CAN,1171.0,53.55002,-113.49998,Edmonton,1058000.0,POINT (-113.49998 53.55002)
CAN,1172.0,45.5,-73.5833,Montréal,3678000.0,POINT (-73.5833 45.5)
BRA,1173.0,-16.72003,-49.30002,Goiania,2022000.0,POINT (-49.30002 -16.72003)
BRA,1174.0,-8.07565,-34.91561,Recife,3651000.0,POINT (-34.91561 -8.07565)
BEL,1175.0,50.83332,4.33332,Brussels,1743000.0,POINT (4.33332 50.83332)
BGD,1176.0,23.72306,90.40858,Dhaka,12797394.0,POINT (90.40858 23.72306)
AGO,1177.0,-8.83829,13.23443,Luanda,5172900.0,POINT (13.23443 -8.83829)
DZA,1178.0,36.76306,3.05055,Algiers,3354000.0,POINT (3.05055 36.76306)
BGD,1179.0,22.32999,91.79997,Chittagong,4529000.0,POINT (91.79997 22.32999)
AUS,1180.0,-31.95501,115.84,Perth,1532000.0,POINT (115.84 -31.95501)
MMR,1181.0,16.78335,96.16668,Rangoon,4088000.0,POINT (96.16668 16.78335)
USA,1182.0,37.74001,-122.45998,San Francisco,3450000.0,POINT (-122.45998 37.74001)
USA,1183.0,39.73919,-104.98402,Denver,2313000.0,POINT (-104.98402 39.73919)
USA,1184.0,29.81997,-95.33998,Houston,4459000.0,POINT (-95.33998 29.81997)
USA,1185.0,25.78761,-80.22411,Miami,5585000.0,POINT (-80.22411 25.78761)
USA,1186.0,33.83001,-84.39995,Atlanta,4506000.0,POINT (-84.39995 33.83001)
USA,1187.0,41.82999,-87.75005,Chicago,8990000.0,POINT (-87.75005 41.82999)
VEN,1188.0,10.501,-66.91704,Caracas,2985000.0,POINT (-66.91704 10.501)
UKR,1189.0,50.43337,30.51663,Kiev,2709000.0,POINT (30.51663 50.43337)
ARE,1190.0,25.23,55.27997,Dubai,1379000.0,POINT (55.27997 25.23)
UZB,1191.0,41.3117,69.29493,Tashkent,2184000.0,POINT (69.29493 41.3117)
ESP,1192.0,40.40003,-3.68335,Madrid,5567000.0,POINT (-3.68335 40.40003)
CHE,1193.0,46.21001,6.14003,Geneva,1240000.0,POINT (6.14003 46.21001)
SWE,1194.0,59.35076,18.09733,Stockholm,1264000.0,POINT (18.09733 59.35076)
THA,1195.0,13.75,100.51664,Bangkok,6704000.0,POINT (100.51664 13.75)
PER,1196.0,-12.04801,-77.05006,Lima,8012000.0,POINT (-77.05006 -12.04801)
SEN,1197.0,14.71583,-17.47313,Dakar,2604000.0,POINT (-17.47313 14.71583)
ZAF,1198.0,-26.17004,28.03001,Johannesburg,3435000.0,POINT (28.03001 -26.17004)
NLD,1199.0,52.34997,4.91664,Amsterdam,1031000.0,POINT (4.91664 52.34997)
MAR,1200.0,33.59998,-7.61637,Casablanca,3181000.0,POINT (-7.61637 33.59998)
KOR,1201.0,37.56635,126.99973,Seoul,9796000.0,POINT (126.99973 37.56635)
PHL,1202.0,14.60416,120.98222,Manila,11100000.0,POINT (120.98222 14.60416)
MEX,1203.0,25.67,-100.32998,Monterrey,3712000.0,POINT (-100.32998 25.67)
NZL,1204.0,-36.85001,174.76498,Auckland,1245000.0,POINT (174.76498 -36.85001)
DEU,1205.0,52.52182,13.40155,Berlin,3406000.0,POINT (13.40155 52.52182)
CHN,1206.0,43.80501,87.57501,Urumqi,2151000.0,POINT (87.57501 43.80501)
CHN,1207.0,30.67,104.07002,Chengdu,4123000.0,POINT (104.07002 30.67)
JPN,1208.0,34.75004,135.46014,Osaka,11294000.0,POINT (135.46014 34.75004)
COD,1209.0,-4.32972,15.31497,Kinshasa,7843000.0,POINT (15.31497 -4.32972)
IND,1210.0,28.60002,77.19998,New Delhi,317797.0,POINT (77.19998 28.60002)
IND,1211.0,12.97,77.56001,Bangalore,6787000.0,POINT (77.56001 12.97)
GRC,1212.0,37.98333,23.73332,Athens,3242000.0,POINT (23.73332 37.98333)
IRQ,1213.0,33.33865,44.39387,Baghdad,5054000.0,POINT (44.39387 33.33865)
ETH,1214.0,9.03331,38.7,Addis Ababa,3100000.0,POINT (38.7 9.03331)
IRN,1215.0,35.67194,51.42434,Tehran,7873000.0,POINT (51.42434 35.67194)
CAN,1216.0,49.27342,-123.12164,Vancouver,2313328.0,POINT (-123.12164 49.27342)
CAN,1217.0,43.69998,-79.42002,Toronto,5213000.0,POINT (-79.42002 43.69998)
ARG,1218.0,-34.6025,-58.39753,Buenos Aires,12795000.0,POINT (-58.39753 -34.6025)
AFG,1219.0,34.51669,69.18326,Kabul,3277000.0,POINT (69.18326 34.51669)
AUT,1220.0,48.20002,16.36664,Vienna,2400000.0,POINT (16.36664 48.20002)
AUS,1221.0,-37.82003,144.97502,Melbourne,4170000.0,POINT (144.97502 -37.82003)
TWN,1222.0,25.03583,121.56833,Taipei,6900273.0,POINT (121.56833 25.03583)
USA,1223.0,33.98998,-118.17998,Los Angeles,12500000.0,POINT (-118.17998 33.98998)
USA,1224.0,38.89955,-77.00942,Washington D.C.,4338000.0,POINT (-77.00942 38.89955)
USA,1225.0,40.74998,-73.98002,New York,19040000.0,POINT (-73.98002 40.74998)
GBR,1226.0,51.49999,-0.11672,London,8567000.0,POINT (-0.11672 51.49999)
TUR,1227.0,41.105,29.01,Istanbul,10061000.0,POINT (29.01 41.105)
SAU,1228.0,24.64083,46.77274,Riyadh,4465000.0,POINT (46.77274 24.64083)
ZAF,1229.0,-33.92001,18.43499,Cape Town,3215000.0,POINT (18.43499 -33.92001)
RUS,1230.0,55.75216,37.61552,Moscow,10452000.0,POINT (37.61552 55.75216)
MEX,1231.0,19.44244,-99.13099,Mexico City,19028000.0,POINT (-99.13099 19.44244)
NGA,1232.0,6.44326,3.39153,Lagos,9466000.0,POINT (3.39153 6.44326)
ITA,1233.0,41.89596,12.48326,Rome,3339000.0,POINT (12.48326 41.89596)
CHN,1234.0,39.92889,116.38829,Beijing,11106000.0,POINT (116.38829 39.92889)
KEN,1235.0,-1.28335,36.81666,Nairobi,3010000.0,POINT (36.81666 -1.28335)
